customer_id,first_name,last_name,street,city,state,zip,closest_store_id,distance,latitude,longitude,population
29,Wainwright,Armatage,4050 Mccormick Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
30,Gherardo,Iacovone,489 Continental Way,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
10216,Jemima,Whelan,34 Jay Point,Bellevue,WA,98004,2,5,47.6188,-122.206,35034
13551,Dedie,Corr,94593 Everett Park,Renton,WA,98057,2,11,47.4714,-122.2203,13362
20492,Cris,Furmedge,48 Loeprich Hill,Dallas,TX,75236,3,11,32.6856,-96.9358,19447
27342,Shurwood,Zorzini,9 Hansons Park,Miami,FL,33196,4,20,25.6514,-80.4864,51752
31,Yovonnda,Orhrt,6738 Bayside Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
32,Giffard,Grayne,303 Debs Center,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
33,Tiffi,Raywood,1 Brown Point,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
34,Melloney,Bernet,1 Northfield Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
35,Leilah,Henner,2 Prairie Rose Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
36,La verne,Deniscke,32 Lyons Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
37,Konstance,Divina,84 Brentwood Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
38,Cassaundra,Sadat,7301 Corscot Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
39,Garnet,Pearne,701 Tomscot Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
40,Nadiya,Wearing,65 Jenna Way,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
41,Camile,Lorrain,93240 Messerschmidt Road,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
42,Rebekkah,Alywen,9533 Sloan Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
43,Byrom,Lawlor,6 Dixon Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
44,Clemente,Burles,4 Monument Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
45,Arnaldo,Bampkin,802 Stone Corner Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
46,Silvano,Satyford,77 Veith Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
47,Vasilis,Seilmann,154 Vermont Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
48,Carey,Betjes,33327 Warner Alley,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
49,Kassie,Scholtis,8 Northview Point,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
50,Renault,Gunstone,7827 Northwestern Court,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
51,Claybourne,de Banke,30 Erie Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
52,Dulcinea,Fernier,92 Oneill Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
53,Agnella,Hattrick,607 Old Gate Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
54,Lilllie,Giblett,54066 Ronald Regan Center,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
55,Hermann,Teideman,54 American Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
56,Elvira,Mockett,305 Crescent Oaks Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
57,Gertrude,Cook,846 Morrow Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
58,Brewster,Morriss,4202 8th Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
59,Emmi,Phythien,1277 Gerald Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
60,Ivar,Sieghart,66 Express Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
61,Hi,Bool,177 Colorado Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
62,Joelynn,Brotherick,37 Dahle Court,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
63,Dougy,Ricioppo,6145 Sage Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
64,Aylmer,Flew,1 Hooker Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
65,Angel,Cobbin,37892 Springs Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
66,Donaugh,Danilishin,943 Truax Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
67,Lanni,Pickavant,481 Moose Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
68,Torrie,Paike,2 Jenifer Point,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
69,Hyman,McCotter,8234 Katie Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
70,Licha,Domerque,7 Morrow Junction,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
71,Chicky,Nazareth,80 International Point,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
72,Cazzie,Leftridge,1 Claremont Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
73,Thomasine,Antos,882 Eagan Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
74,Clarence,Matthai,69496 Derek Center,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
75,Correna,Aldus,62 Anzinger Court,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
76,Anne-corinne,Crinkley,3530 4th Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
77,Ximenez,Collicott,811 Westport Court,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
78,Yulma,Wrate,5 West Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
79,Maible,Korf,79892 Victoria Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
80,Ephraim,Lago,5 Pleasure Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
81,Madelyn,Gossington,699 Lake View Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
82,Miguel,Ceaplen,4582 Hayes Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
83,Forester,Peggrem,73969 Bobwhite Trail,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
84,Jed,Britto,8 Loeprich Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
85,Corbett,Storah,4477 North Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
86,Henri,Alliott,6515 Briar Crest Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
87,Michaela,Preene,4102 Shelley Alley,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
88,Loralee,Hamil,818 Butterfield Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
89,Rycca,Ferrarini,4935 Dixon Lane,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
90,Bryanty,Cunradi,331 Clove Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
91,Charmion,Constantinou,8379 Farmco Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
92,Britt,Lane,943 Sage Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
93,Rafa,Audry,47547 Bashford Lane,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
94,Jeno,Gorbell,92507 Warner Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
95,Vanda,Sheers,886 Pearson Point,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
96,Rona,Gifkins,526 Northridge Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
97,Kassi,Tavner,27 Waywood Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
98,Joanna,Coursor,462 Welch Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
99,Anne,Grene,624 Gale Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
100,Ronna,Amberson,3646 Sommers Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
101,Mufinella,Bugbird,2 Duke Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
102,Dulcinea,Yukhin,377 Morrow Street,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
103,Kristel,Gail,5311 Cardinal Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
104,Larina,Glacken,1855 Golf Course Trail,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
105,Vikki,De Domenico,67728 Iowa Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
106,Chase,Follet,108 Heffernan Terrace,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
107,Hewe,Ismirnioglou,73 Kinsman Way,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
108,Ardys,Colbourn,6 Almo Way,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
109,Emmerich,Tsar,7 Mitchell Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
110,Gilly,Campbell,6709 Paget Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
111,Madlin,Matieu,9829 Carioca Alley,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
112,Celie,Booker,2943 Badeau Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
113,Wallie,Alabone,91049 Meadow Ridge Center,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
114,Sigvard,Kerner,51 Schurz Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
115,Sidonnie,Kurton,8450 Vahlen Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
116,Darrelle,Dohrmann,46 Farwell Terrace,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
117,Kikelia,Ryrie,758 Schmedeman Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
118,Prentice,Milborn,5508 Warrior Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
119,Pippa,Royle,82 Dexter Point,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
120,Son,Tyler,7 Esker Street,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
121,Britt,Hanretty,944 Elgar Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
122,Tanya,Brightman,6388 Waubesa Street,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
123,Greggory,Elstob,736 Leroy Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
124,Catina,Filkin,61 Lindbergh Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
125,Priscella,Maynard,59218 Morning Lane,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
126,Teresa,Dearden,999 Mallory Court,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
127,Hercules,Quincey,9 Vahlen Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
128,Reginauld,Adamkiewicz,4218 Duke Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
129,Rafaela,Roglieri,38900 Tennessee Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
130,Laverna,Dolby,11 Beilfuss Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
131,Reta,Kennerley,92 Rigney Point,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
132,Margareta,Probbin,53551 Orin Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
133,Cyrill,Ezzle,53735 Banding Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
134,Merrile,Sawyers,3370 Hayes Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
135,Thacher,Kramer,9448 Stuart Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
136,Torrence,MacIlhagga,36311 Butternut Place,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
137,Arlana,Lemoir,33 School Road,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
138,Jeffry,Gyse,2 Derek Way,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
139,Morley,Twinberrow,3 Dottie Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
140,Nelie,Monkleigh,12951 Homewood Junction,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
141,Michelina,Jewell,565 Farmco Alley,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
142,Matti,Wellard,8 Carberry Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
143,Haslett,Maeer,8037 Village Terrace,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
144,Willie,Broadbury,76016 Ramsey Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
145,Craggy,Demangeon,59 Waubesa Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
146,Stanislas,Berzen,8928 Carioca Park,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
147,Shurlocke,Newell,9 Bay Trail,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
148,Marthena,Oxberry,9 Atwood Junction,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
149,Asher,Siggery,7 Summerview Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
150,Jasmina,Shilton,669 Everett Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
151,Basilio,Syder,579 Clarendon Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
152,Barri,Rentoll,8819 Sycamore Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
153,Junie,Brislawn,890 Arapahoe Court,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
154,Natalina,Dobbins,7 Old Shore Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
155,Vallie,Bagg,11 Green Way,Oakland,CA,94609,1,1,37.8343,-122.2643,22811
156,Nehemiah,Grut,55 Schmedeman Point,Oakland,CA,94618,1,1,37.844,-122.2389,17041
157,Abrahan,Dytham,78157 Pleasure Hill,Oakland,CA,94618,1,1,37.844,-122.2389,17041
158,Crawford,Cope,63 Petterle Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
159,Darbee,Bielfeldt,8 Haas Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
160,Chauncey,Southerden,8 Gulseth Lane,Oakland,CA,94618,1,1,37.844,-122.2389,17041
161,Fran,Kleisel,83223 Manley Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
162,Tory,Mountney,2 Basil Center,Oakland,CA,94618,1,1,37.844,-122.2389,17041
163,Kevyn,Emmatt,7 Norway Maple Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
164,Freeland,Shambrooke,98 Valley Edge Road,Oakland,CA,94618,1,1,37.844,-122.2389,17041
165,Lutero,Redwall,620 Havey Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
166,Giacobo,Parcells,68 Becker Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
167,Edita,Worrill,38 Bluejay Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
168,Mervin,Belsher,69222 Lerdahl Pass,Oakland,CA,94618,1,1,37.844,-122.2389,17041
169,Nolly,Smitham,247 Everett Place,Oakland,CA,94618,1,1,37.844,-122.2389,17041
170,Dita,Parchment,423 Warner Way,Oakland,CA,94618,1,1,37.844,-122.2389,17041
171,Dela,Biddell,46384 Farwell Hill,Oakland,CA,94618,1,1,37.844,-122.2389,17041
172,Merwin,Hanrahan,3 Alpine Way,Oakland,CA,94618,1,1,37.844,-122.2389,17041
173,Halley,Anneslie,47 Gateway Point,Oakland,CA,94618,1,1,37.844,-122.2389,17041
174,Cosimo,Leeming,90639 Meadow Ridge Way,Oakland,CA,94618,1,1,37.844,-122.2389,17041
175,Jordain,St. Hill,78787 Northfield Pass,Oakland,CA,94618,1,1,37.844,-122.2389,17041
176,Gregor,Patters,47 Thierer Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
177,Kalila,Abby,61607 Homewood Street,Oakland,CA,94618,1,1,37.844,-122.2389,17041
178,Fitz,Magne,4051 Monterey Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
179,Thea,Gritton,97629 Golden Leaf Trail,Oakland,CA,94618,1,1,37.844,-122.2389,17041
180,Meier,Ambroise,1 Mifflin Crossing,Oakland,CA,94618,1,1,37.844,-122.2389,17041
181,Eugenius,Degg,2 Ridgeview Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
182,Conchita,Gerge,953 Sutherland Crossing,Oakland,CA,94618,1,1,37.844,-122.2389,17041
183,Lorelle,Kiledal,3 Clove Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
184,Annabelle,Rennox,31513 Luster Place,Oakland,CA,94618,1,1,37.844,-122.2389,17041
185,Franz,Quartly,95896 Moose Pass,Oakland,CA,94618,1,1,37.844,-122.2389,17041
186,Floyd,McCrossan,99 Veith Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
187,Dalila,Sowray,4860 Burning Wood Road,Oakland,CA,94618,1,1,37.844,-122.2389,17041
188,Morna,Dainter,6 Cardinal Road,Oakland,CA,94618,1,1,37.844,-122.2389,17041
189,Pepito,Costello,69 Ryan Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
190,Eydie,Chawner,35 Little Fleur Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
191,Ethelbert,Ainsley,7269 Farwell Avenue,Oakland,CA,94618,1,1,37.844,-122.2389,17041
192,Ric,Shorey,992 Del Sol Junction,Oakland,CA,94618,1,1,37.844,-122.2389,17041
193,Daphna,Maffione,6547 Shopko Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
194,Dasi,Ghelardoni,2410 Armistice Alley,Oakland,CA,94618,1,1,37.844,-122.2389,17041
195,Dav,Gresham,8 Farmco Plaza,Oakland,CA,94618,1,1,37.844,-122.2389,17041
196,Shel,Denkel,875 Little Fleur Trail,Oakland,CA,94618,1,1,37.844,-122.2389,17041
197,Lind,Roust,54481 Meadow Ridge Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
198,Matthiew,Willshee,48 Sommers Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
199,Charlotta,Rossi,6 Dayton Alley,Oakland,CA,94618,1,1,37.844,-122.2389,17041
200,Gaby,Cahani,3229 Daystar Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
201,Margalit,Benediktsson,5220 Almo Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
202,Paola,Gherarducci,9849 Prairieview Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
203,Dyna,Beckford,84 Eastwood Hill,Oakland,CA,94618,1,1,37.844,-122.2389,17041
204,Fonzie,Cuddehy,14 Hagan Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
205,Gardy,Forrestor,1648 Bunker Hill Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
206,Uriah,Breache,16452 Crowley Way,Oakland,CA,94618,1,1,37.844,-122.2389,17041
207,Brendan,Nibloe,34583 Main Road,Oakland,CA,94618,1,1,37.844,-122.2389,17041
208,Abagael,Wren,4 Green Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
209,Simeon,Downey,44296 Sheridan Pass,Oakland,CA,94618,1,1,37.844,-122.2389,17041
210,Tonie,Hamp,7073 Huxley Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
211,Hyman,Bliss,701 Dahle Place,Oakland,CA,94618,1,1,37.844,-122.2389,17041
212,Babara,Meake,7 Nancy Street,Oakland,CA,94618,1,1,37.844,-122.2389,17041
213,Sindee,Paulisch,547 Rowland Road,Oakland,CA,94618,1,1,37.844,-122.2389,17041
214,Dag,Symcox,7249 Manley Crossing,Oakland,CA,94618,1,1,37.844,-122.2389,17041
215,Fina,Blaise,93 Northfield Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
216,Aubrey,Gude,62 Loeprich Avenue,Oakland,CA,94618,1,1,37.844,-122.2389,17041
217,Lonnie,Lecointe,9139 Northridge Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
218,Timoteo,Copeland,79 Meadow Ridge Court,Oakland,CA,94618,1,1,37.844,-122.2389,17041
219,Cesare,Cadany,4306 Hintze Court,Oakland,CA,94618,1,1,37.844,-122.2389,17041
220,Cletis,Banbrigge,383 Hudson Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
221,Guendolen,Bartosiak,2705 Marquette Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
222,Kriste,Hebdon,31 Di Loreto Junction,Oakland,CA,94618,1,1,37.844,-122.2389,17041
223,Brianna,Pestridge,664 Melby Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
224,Philomena,Lghan,996 Larry Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
225,Paulie,Buss,624 Southridge Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
226,Forester,De Fraine,14052 Coleman Hill,Oakland,CA,94618,1,1,37.844,-122.2389,17041
227,Bernette,Newens,32 Eagan Point,Oakland,CA,94618,1,1,37.844,-122.2389,17041
228,Aguste,Nye,126 Crowley Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
229,Norman,Lidgett,690 Hovde Alley,Oakland,CA,94618,1,1,37.844,-122.2389,17041
230,Carleen,Dubbin,8325 Fallview Road,Oakland,CA,94618,1,1,37.844,-122.2389,17041
231,Fabien,Blann,15 Vermont Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
232,Celestine,Sigge,889 Raven Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
233,Oralle,Letertre,639 Brentwood Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
234,Nanete,Castagne,84 Lakewood Gardens Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
235,Nonie,Jefferys,61812 Del Sol Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
236,Clyve,Greste,3599 Thackeray Alley,Oakland,CA,94618,1,1,37.844,-122.2389,17041
237,Loree,Lanphere,22 Shelley Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
238,Isa,Gobel,6 Stuart Place,Oakland,CA,94618,1,1,37.844,-122.2389,17041
239,Devon,Forcer,1183 Sutherland Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
240,Penny,Boughen,2 Lakewood Gardens Lane,Oakland,CA,94618,1,1,37.844,-122.2389,17041
241,Anya,Hallstone,923 Hollow Ridge Point,Oakland,CA,94618,1,1,37.844,-122.2389,17041
242,Adah,Whal,8851 Utah Road,Oakland,CA,94618,1,1,37.844,-122.2389,17041
243,Wyatt,Giacovazzo,3 Little Fleur Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
244,Ellwood,Jeffcoate,38275 Cherokee Lane,Oakland,CA,94618,1,1,37.844,-122.2389,17041
245,Allyn,Grinyov,2443 Lien Way,Oakland,CA,94618,1,1,37.844,-122.2389,17041
246,Anders,Jurasek,98 Texas Junction,Oakland,CA,94618,1,1,37.844,-122.2389,17041
247,Merrick,Pringley,684 Troy Center,Oakland,CA,94618,1,1,37.844,-122.2389,17041
248,Annabell,Penniall,17 Schiller Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
249,Kym,Girardin,4315 Westport Junction,Oakland,CA,94618,1,1,37.844,-122.2389,17041
250,Tomas,Tebbs,50553 Bay Plaza,Oakland,CA,94618,1,1,37.844,-122.2389,17041
251,Law,Abramson,8 Onsgard Park,Oakland,CA,94618,1,1,37.844,-122.2389,17041
252,Conny,Dosdale,4 Melvin Pass,Oakland,CA,94618,1,1,37.844,-122.2389,17041
253,Jaquelin,MacAne,6 Lindbergh Pass,Oakland,CA,94618,1,1,37.844,-122.2389,17041
254,Orton,Smedmore,40 Westend Place,Oakland,CA,94618,1,1,37.844,-122.2389,17041
255,Guss,Skahill,8857 Montana Place,Oakland,CA,94618,1,1,37.844,-122.2389,17041
256,Korry,Bento,28367 Scott Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
257,Jarrad,Touhig,1 Stoughton Junction,Oakland,CA,94618,1,1,37.844,-122.2389,17041
258,Maribeth,Titmus,40693 Red Cloud Center,Oakland,CA,94618,1,1,37.844,-122.2389,17041
259,Kelsey,Ranklin,529 Stone Corner Crossing,Oakland,CA,94618,1,1,37.844,-122.2389,17041
260,Chrotoem,Whannel,19199 Northport Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
261,Tamiko,Stearley,54993 Loftsgordon Alley,Oakland,CA,94618,1,1,37.844,-122.2389,17041
262,Terri,McGlynn,82309 Sauthoff Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
263,Grantley,Baus,3 Logan Circle,Oakland,CA,94618,1,1,37.844,-122.2389,17041
264,Velvet,Stainland,75 Myrtle Drive,Oakland,CA,94618,1,1,37.844,-122.2389,17041
265,Rayshell,Vinas,596 Graedel Terrace,Oakland,CA,94618,1,1,37.844,-122.2389,17041
266,Walliw,Casley,250 Duke Parkway,Oakland,CA,94618,1,1,37.844,-122.2389,17041
